,Unnamed: 0,SiteId,SiteRef,SiteOpenIssueId,IssueID,Issue Type,AMSAssetRef,IssueDescription,IssueCreated,RiskRating,WorkRequired,ResidualRisk,Status,Comments,S/P No,PDS I/P No,FixedDate,address_tower_id,AssetRef,RaisedBy,ResolutionComments,ResolvedbyProject,SiteName,TelstraAddressID,Asset Owner CompanyName,OpExEstimate,CapExEstimate,ReviewDate,DateLastUpdated,_LastEditDate,_CreatedDate,UserLastUpdated,ResourcesNeeded,CreatedbyProject,PMProjectRef,CorrosionRegionType,WindRegionType,StructureClassCode,Height,StructureInstallationDate,Latitude,Longitude,PaintingType,Land_Elevation,distance_km
36,72,2061,NSW002061,14025,NSW002061-3,Planned Maintenance,NSW002061_STR_1,"Algae found on tower legs, can contribute to corrosion",2021-09-01,2C - PM4 - 5 Years,To be cleaned and treated to avoid further algae and corrosion.  Not an issue.,1B - MON,FXD,Legacy Status: PM4,,,2022-02-08,40866_1,STR_1,Rhys.L.Yeomans@team.telstra.com,,,WINGHAM CAREY RD,40866,AMPLITEL,,,,Feb  8 2022  2:52PM,,,IRM@excelriggingservices.com.au,,,,C (Medium),A,TOWER STEEL,45.0,2002-11-13,-31.85691,152.407053,NOT PAINTED,175.4501037597656,21.62681411987677
37,73,2064,NSW002064,14038,NSW002064-2,Planned Maintenance,NSW002064_STR_1,Varying degrees of corrosion exist (surface to medium),2021-08-26,4B - PM3 - 4 Years,"Complete a corrosion report at next inspection.  Drone footage from 08-2021 shows multiple instances of corrosion.  Surface to light on u-bolts, mounts, bolts/nuts.  As well as what appears to be medium on bolts/nuts very top of structure, inside one corner.",2B - MON,PM3,Legacy Status: PM3,,,,102752_1,STR_1,Rhys.L.Yeomans@team.telstra.com,,,PACIFIC PALMS,102752,AMPLITEL,,,2025-04-20,Aug  3 2023  2:32PM,2023-08-03,,Christopher Prause,,,,C (Medium),A,TOWER STEEL,45.0,2002-11-20,-32.33637227,152.525608872,NOT PAINTED,70.95747375488281,1.3175563156782926
38,74,2064,NSW002064,14043,NSW002064-7,Planned Maintenance,NSW002064_STR_1,Antenna mounts suffering corrosion,2014-08-05,3C - PM3 - 2 Years,"TIM, inspection was carried out under Tier 2 rollout.  Inspectors photographed corrosion but did not treat, write an issue or include in the corrosion reports.  Inspect all corrosion, record in the F01 corrosion report and treat with wire brush & galmet at next site inspection.  (IRM 2018 captured and treated existing corrosion.  This issue now closed).",3C - PM3 - 2 Years,FXD,Legacy Status: PM3,,,2018-09-19,102752_1,STR_1,IRM@excelriggingservices.com.au,,,PACIFIC PALMS,102752,AMPLITEL,,,,Sep 19 2018  2:22PM,,,IRM@excelriggingservices.com.au,,,,C (Medium),A,TOWER STEEL,45.0,2002-11-20,-32.33637227,152.525608872,NOT PAINTED,70.95747375488281,1.3175563156782926
39,75,2070,NSW002070,14070,NSW002070-3,Planned Maintenance,NSW002070_STR_1,Surface-Light corrosion present. All items inspected & all corrosion recorded.,2014-03-29,3C - PM3 - 2 Years,Towers Planning to review Structure Corrosion Report. Refer N26644 MOBILE NETWORK SITE 44432-CULCAIRN EXCHANGE. Z1-6 AS BUILT STRUCTURAL & EME COMPLIANCE CERTIFICATION (F04)-PROJECT NO. VT15470.01.,3E - TFP / EM3 - 30 Days,FXD,Legacy Status: PM3,,,2019-06-26,44432_1,STR_1,IRM@excelriggingservices.com.au,,,CULCAIRN EXCHANGE,44432,AMPLITEL,,,,Jun 27 2019  8:40AM,,,Peter.R.Grogan@team.telstra.com,,,,B (Low),A,POLE CONCRETE,26.0,2002-12-12,-35.668476,147.03674,NOT PAINTED,217.0,37.412219010027584
40,76,2083,NSW002083,14173,NSW002083-1,Planned Maintenance,NSW002083_STR_1,Heavy corrosion present. All items inspected & all corrosion recorded,2016-10-17,4C - TFP / PM3 - 18 Months,Towers Planning to review Structure Corrosion Report.REFER N26793 MOBILE NETWORK SITE 110171-EASTLAKES.Z1-5 STRUCTURAL DESIGN CERTIFICATION 016159F01-PROJECT NO. NA19748.01. 12DEC19.,3E - TFP / EM3 - 30 Days,FXD,Legacy Status: PM3,,,2020-05-01,110171_1,STR_1,IRM@excelriggingservices.com.au,,,EASTLAKES WENTWORTH AVE - ADJ EASTERN DISTRIBUTOR,110171,AMPLITEL,,,,May  1 2020  4:19PM,,,Peter.R.Grogan@team.telstra.com,,,,C (Medium),A,POLE STEEL,21.0,2003-01-15,-33.93563325,151.20835052,NOT PAINTED,11.86440372467041,2.3081354288893103
41,77,2089,NSW002089,14212,NSW002089-5,Planned Maintenance,NSW002089_STR_1,Site Inspection.,2013-02-01,3A - PM4 / NSV - 10 Years,PBR 32154044 Not rqd. 08MAY13 Completed under EM TOW.1. Undertake Inspection & Routine Maintenance in accordance with I&RM 010623. 2. Complete the Radio Structure Corrosion Report to comprehensively detail the severity of corrosion damage on components that can not adequately refurbished under I&RM.,2B - MON,FXD,Legacy Status: NSV,SP20121311 WO1000,17/01/2012 12:00:00 AM,2013-05-08,45874_1,STR_1,Peter.R.Grogan@team.telstra.com,,,GUNDERMAN PASSIVE,45874,AMPLITEL,1500,,,May  8 2013  1:42PM,,,Peter.R.Grogan@team.telstra.com,,,,C (Medium),A,MAST FREE STANDING,15.0,2003-01-24,-33.447873298,151.067643038,NOT PAINTED,152.3859100341797,9.940889495065354
42,78,2107,NSW002107,14307,NSW002107-7,Planned Maintenance,NSW002107_STR_1,Tek screws on gantry horizontal and verticle are heavily corroded,2007-01-22,4D - UM - 1-3 Months,PBR 29015186Replace tek screws with 120 of M8 35 mm bolts with nylock nuts and treat the area penetrated by the old tek screws.,4A - PM4 - 7 Years,FXD,Legacy Status: PM1,SP10244011 WO0036,2/10/2008 12:00:00 AM,2008-10-22,29505_1,STR_1,michael.black@au.abb.com,,,BERMAGUI RESERVOIR,29505,AMPLITEL,,,,Oct 29 2008 11:08AM,,,Dave.Sutton@team.telstra.com,,,,E (Very High),A,BUILDING EXTERNAL,19.0,2003-02-28,-36.429125,150.081925,ENVIRONMENT / AESTHETIC,30.89293098449707,0.16936511886081335
43,79,2107,NSW002107,46010,NSW002107-17,Routine Maintenance,NSW002107_STR_1,Step ladder and support beams is suffering from surface to light corrosion,2022-10-27,3C - PM3 - 2 Years,Refurbish the External staircase/supports/handrail suffering varying degrees of surface/light corrosion.,1C - MON,PM3,,,,,29505_1,STR_1,Debby Kirkwood,,,BERMAGUI RESERVOIR,29505,AMPLITEL,,,2024-10-26,,,2022-10-27,,,,,E (Very High),A,BUILDING EXTERNAL,19.0,2003-02-28,-36.429125,150.081925,ENVIRONMENT / AESTHETIC,30.89293098449707,0.16936511886081335
44,80,2107,NSW002107,14301,NSW002107-1,Planned Maintenance,NSW002107_STR_1,Monitor and report on heavy corrosion at base of horizontal gantry post at next inspection.,2015-04-01,5C - PM2 - 12 Months,"PDS 36423199, SP14000170, WO0000, BERMAGUI RESERVOIR, NSW, ID: 29505, 2015/16 STRUCTURE MAINTENANCE. Replace the upright support post on the horizontal gantry.  Pole/pipe is 3700mm long x 100mm in diameter.  Concrete is 900mm in ground.  Concrete pedestal is 300mm x 300mm x 100mm above ground around pipe.",2A - MON,FXD,Legacy Status: PM2,SP14000170 WO0000,17/07/2015 12:00:00 AM,2016-06-03,29505_1,STR_1,IRM@excelriggingservices.com.au,,,BERMAGUI RESERVOIR,29505,AMPLITEL,7000,,,Jun 22 2016  3:07PM,,,jason.j.brown@team.telstra.com,,,,E (Very High),A,BUILDING EXTERNAL,19.0,2003-02-28,-36.429125,150.081925,ENVIRONMENT / AESTHETIC,30.89293098449707,0.16936511886081335
45,81,2107,NSW002107,14308,NSW002107-8,Planned Maintenance,NSW002107_STR_1,Light corrosion on TMA hose clamps,2007-01-22,4C - TFP / PM3 - 18 Months,PBR 29015186 Replace 10 of hose clamps to suite 250 mm OD pipe,2D - PM2 - 12 Months,FXD,Legacy Status: PM2,SP10244011 WO0036,2/10/2008 12:00:00 AM,2008-10-22,29505_1,STR_1,michael.black@au.abb.com,,,BERMAGUI RESERVOIR,29505,AMPLITEL,,,,Oct 29 2008 11:08AM,,,Dave.Sutton@team.telstra.com,,,,E (Very High),A,BUILDING EXTERNAL,19.0,2003-02-28,-36.429125,150.081925,ENVIRONMENT / AESTHETIC,30.89293098449707,0.16936511886081335
46,82,2107,NSW002107,14312,NSW002107-12,Planned Maintenance,NSW002107_STR_1,"HORIZONTAL GANTRY POST HEAVEY CORROSION AT THE BASE, GANTRY MEDIUM CORROSION ON THE HORIZONTAL.",2011-06-30,2B - MON,"Monitor the condition of the HORIZONTAL GANTRY POST HEAVEY CORROSION AT THE BASE, GANTRY MEDIUM CORROSION ON THE HORIZONTAL.",3C - PM3 - 2 Years,FXD,Legacy Status: MON,SP20141511 WO3000,29/02/2012 12:00:00 AM,2015-02-28,29505_1,STR_1,IRM@excelriggingservices.com.au,,,BERMAGUI RESERVOIR,29505,AMPLITEL,,,,Mar 20 2015 11:27AM,,,IRM@excelriggingservices.com.au,,,,E (Very High),A,BUILDING EXTERNAL,19.0,2003-02-28,-36.429125,150.081925,ENVIRONMENT / AESTHETIC,30.89293098449707,0.16936511886081335
47,83,2107,NSW002107,14302,NSW002107-2,Planned Maintenance,NSW002107_STR_1,Gantry tray corroded,2015-04-01,5C - PM2 - 12 Months,"PDS36423199. REPLACE GANTRY 300MM WIDE X 130MM HIGH  X 6700MM LONG  .REPLACE CORNER GANTRY 300MM  X  130MM  4 LID CLAMPS   LIDS TO SUIT SEE COMPONENT CORROSION REPORT~AJ, Network Delivery are going to refurbish horizontal gantry tray under PDS36423199.",2A - MON,FXD,Legacy Status: PM2,SP14000170 WO0000,17/07/2015 12:00:00 AM,2016-06-03,29505_1,STR_1,IRM@excelriggingservices.com.au,,,BERMAGUI RESERVOIR,29505,AMPLITEL,,,,Jun 23 2016  8:24AM,,,Adam.K.Jaggard@team.telstra.com,,,,E (Very High),A,BUILDING EXTERNAL,19.0,2003-02-28,-36.429125,150.081925,ENVIRONMENT / AESTHETIC,30.89293098449707,0.16936511886081335
48,84,2107,NSW002107,46011,NSW002107-18,Planned Maintenance,NSW002107_STR_1,"""Underside of external staircase platforms and platform supports suffering medium (possibly) heavy corrosion",2022-10-27,3C - PM3 - 2 Years,"""Refurbish the Underside of external staircase platforms and platform supports suffering medium (possibly) heavy corrosion. Email has been sent to responsible area within Council for attention. TBA. 25JAN23.",1C - MON,PM3,,,,,29505_1,STR_1,Debby Kirkwood,,,BERMAGUI RESERVOIR,29505,AMPLITEL,,,2024-10-26,Aug  8 2023 12:27PM,2023-08-08,2022-10-27,Peter Grogan,,,,E (Very High),A,BUILDING EXTERNAL,19.0,2003-02-28,-36.429125,150.081925,ENVIRONMENT / AESTHETIC,30.89293098449707,0.16936511886081335
49,85,2124,NSW002124,14374,NSW002124-6,Planned Maintenance,NSW002124_STR_1,Possible corrosion to structure grillage foundations.  Refer to previous maintenance issue no. 127211,2022-03-04,2D - PM2 - 12 Months,"PDS 50025342, SP30083794, WO0020, PMO 410044240, MOOROOLBARK, ID 213128, NSW, 2019/20, SCREW-PILE GUY ANCHOR REMEDIATION.Refer PDS 50030772, SP30095275, ROSEWOOD STATION CUSRAD, NSW, ID: 140970, Amplitel, FY22, PM - GUY FOUNDATION REPLACEMENT - STRUCTURE STRENGTHENING.",2A - MON,FXD,Legacy Status: PM1,SP20222311 WO2000,29/11/2012 12:00:00 AM,2022-07-11,140970_1,STR_1,tyrone.legaspi@team.telstra.com,,,ROSEWOOD STATION CUSRAD,140970,AMPLITEL,30000,,2022-08-31,Jul 11 2022  8:56AM,2022-07-11,,Peter Grogan,,,,B (Low),A,MAST GUYED,30.5,2003-03-20,-32.1864666,143.8471444,NOT PAINTED,78.61285400390625,268.25226726846495
50,86,2124,NSW002124,14369,NSW002124-1,Planned Maintenance,NSW002124_STR_1,Possible corrosion to structure grillage foundations.,2020-05-20,2E - PM1 - 6 Months,"PDS 50025342, SP30083794, WO0020, PMO 410044240, MOOROOLBARK, ID 213128, NSW, 2019/20, SCREW-PILE GUY ANCHOR REMEDIATION.Undertake screw pile foundation inspection.",2A - MON,FXD,Legacy Status: PM1,SP30083794 WO0020,22/05/2020 12:00:00 AM,2022-03-04,140970_1,STR_1,Peter.R.Grogan@team.telstra.com,,,ROSEWOOD STATION CUSRAD,140970,AMPLITEL,30000,,,Mar  4 2022  5:41PM,,,tyrone.legaspi@team.telstra.com,,,,B (Low),A,MAST GUYED,30.5,2003-03-20,-32.1864666,143.8471444,NOT PAINTED,78.61285400390625,268.25226726846495
51,87,2124,NSW002124,14372,NSW002124-4,Planned Maintenance,NSW002124_STR_1,"Medium corrosion to G1, G2, G3 GUY TAKE OFFS",2021-11-24,2D - PM2 - 12 Months,Found guy take offs to be suffering medium corrosion (25% fo surface area is affected).  Structure not safe to climb.  P.Grogan TOWERS advised 27-10-21.,2A - MON,LCR,"Legacy Status: PM1PDS 50030772, SP30095275, ROSEWOOD STATION CUSRAD, NSW, ID: 140970, Amplitel, FY22, PM - GUY FOUNDATION REPLACEMENT - STRUCTURE STRENGTHENING.",SP30095275,IP50030772,,140970_1,STR_1,IRM@excelriggingservices.com.au,,,ROSEWOOD STATION CUSRAD,140970,AMPLITEL,,,2022-07-28,Aug  3 2023  2:34PM,2023-08-03,,Christopher Prause,,,,B (Low),A,MAST GUYED,30.5,2003-03-20,-32.1864666,143.8471444,NOT PAINTED,78.61285400390625,268.25226726846495
52,88,2137,NSW002137,14435,NSW002137-3,Planned Maintenance,NSW002137_STR_1,Light Corrosion on Bulldog Clamps and Hold Down Pegs on Structure.,2006-01-17,2D - PM2 - 12 Months,Repair Light Corrosion on Bulldog Clamps by wire brushing and applying Zinc Enriched Paint.,1A - MON,FXD,Legacy Status: FXD,SP10008913 WO0001,21/07/2005 12:00:00 AM,2006-05-03,138613_1,STR_1,joe.sweeney@au.abb.com,,,WINATHEE,138613,AMPLITEL,,,,May  3 2006  3:17PM,,,joe.sweeney@au.abb.com,,,,B (Low),A,TRIAD STEEL,9.0,2003-03-31,-29.75725868,141.11601429,NOT PAINTED,120.135383605957,11.246562215192219
53,89,2220,NSW002220,53621,NSW002220-13,Minor Maintenance,NSW002220_STR_1,Light corrosion oubreak base of structure behind structural grout edge,2024-01-20,5C - PM2 - 12 Months,"PDS IP50039480_FY25_ARCHOS PLANNED MAINTENANCE PROGRAM_ MAINT. RPAS IRM 04-01-24:  Remove the structural grout and investage the outbreak of corrosion at the structure base.																																						Repair Advise - Completed 16.08.2024Original Scope: •	May not need to remove all the existing grout, remove enough grout to investigate the extent of the corrosion. •	Grit blast the corrosion from the effected steelwork.•	Refurbish the corroded areas in accordance with Amplitel - TP013ST01 Protective Coatings Standard (Coating Schedule 122), Xypex Concentrate the chipped away foundation, and regrout back to its original shape. Scope Completed:•	Pressure wash foundation slab & external of pole base.•	Removal of all grout around pole flange base.•	Chip away concrete around cage threads to expose corrosion depth.•	Wire wheel and scabble & sand blast corrosion from cage threads and pole base corrosion.•	Apply 1 x coat of Zincanode to metal exposed where corrosion has been removed.•	Apply 2 x coats of Durabuild STE around external flange and cage threads.•	Apply 2 x coats of Durabuild STE to pole base flange, Nuts & 200mm up pole.•	Apply Xypex around cage threads.•	Apply leveling grout under base of pole.•	Install 4 x drains and grout base of pole.•	Apply a final Durabuild STE over coat of pole base and finished grout.",1A - MON,PM2,,MAINT,50039480,2024-10-29,150607_1,STR_1,Debby Kirkwood,,,DUNBOGAN THE BOULEVARD,150607,AMPLITEL,10000,,2025-01-19,Oct 29 2024  4:45PM,2024-10-29,2024-01-20,Adam Jaggard,,,,E (Very High),A,POLE CONCRETE,30.0,2003-12-04,-31.65624,152.81481,NOT PAINTED,9.59519863128662,0.9703066497031881
54,90,2289,NSW002289,15180,NSW002289-1,Planned Maintenance,NSW002289_STR_1,Pole has no grout under base and footing cage threads suffering from light to medium corrosion.,2016-09-17,4C - TFP / PM3 - 18 Months,"Clean under base of pole/sandblast hold down bolts.  Investigate for any defect or parent metal loss.  If found report.  If none found install structural non shrink grout, minimum 60mpa.  Grout ring drawing Q10585 Sh6 Iss 2. (approx 10 bags grout needed).Refer N26970 MOBILE NETWORK SITE 133608-AWABA SOUTH. Fix at next site visit/inspection.",2A - MON,PM3,Legacy Status: NSV,SP20232411 WO2000,17/04/2019 12:00:00 AM,2024-04-12,133608_1,STR_1,IRM@excelriggingservices.com.au,,,AWABA WILTON RD MOB,133608,AMPLITEL,2500,,2024-02-19,Apr 12 2024  2:33PM,2024-04-12,,Adam Jaggard,,,,C (Medium),A,POLE STEEL,35.0,2007-08-14,-33.021595,151.53253,NOT PAINTED,53.84481430053711,12.833445496706226
55,91,2289,NSW002289,53994,NSW002289-6,Planned Maintenance,NSW002289_STR_1,"No grout installed to the underside of the pole structure base plate, foundation cage threads suffering from light to medium corrosion. Refer to photo 133608_045",2024-04-12,2D - PM2 - 12 Months,"PDS IP50039480_FY25_ARCHOS PLANNED MAINTENANCE PROGRAM_ MAINT. Open the pole window and clean out any debris to assess the inside of the pole for corrosion, assess the condition of the foundation cage threads for corrosion, if in good condition grout the base, if suffering from corrosion, check with Towers Planning before grouting. Grout and install four drain holes in accordance with Work Instruction (Refurbishment of Components Embedded in Concrete).Repair Advise - Completed 06.08.2024Original Scope: •	Clean out the base of the pole, chip away the concrete foundation to expose the extent of the corrosion.•	Refurbish and Regrout in accordance with Work Instruction: Refurbishment of Components Embedded in Concrete.Scope Completed:•	Pressure wash foundation slab & external of pole base.•	Chip away foundation slab to inspect possible corrosion to cage threads.•	Sand blast around all cage threads & outer flange to remove corrosion.•	Apply 1 x coat of Zincanode to metal exposed where corrosion has been removed.•	Apply 2 x coats of Durabuild STE around external flange and cage threads.•	Apply 2 x coats of Durabuild STE to pole base flange, Nuts & 100mm up pole.•	Apply Xypex around cage threads to prevent water seepage.•	Install 4 x 50mm drains and grout under pole base.•	Apply a final Durabuild STE over coat of pole base outer flange and finished grout.•	Anti Tampering completed by others. Please note: Visible signs of corrosion where cage nuts have been welded. (no paint schedule applied) This will require removal of corrosion and a schedule 122 to rectify.",2B - MON,PM2,,MAINT,50039480,2024-08-06,133608_1,STR_1,Adam Jaggard,,,AWABA WILTON RD MOB,133608,AMPLITEL,12000,,2025-04-12,Aug  7 2024  2:01PM,2024-08-07,2024-04-12,Adam Jaggard,2.0,,,C (Medium),A,POLE STEEL,35.0,2007-08-14,-33.021595,151.53253,NOT PAINTED,53.84481430053711,12.833445496706226
56,92,2294,NSW002294,15196,NSW002294-1,Planned Maintenance,NSW002294_STR_1,Site Inspection,2012-05-17,2D - PM2 - 12 Months,1. Undertake Inspection & Routine Maintenance in accordance with I&RM 010623.2. Complete the Radio Structure Corrosion Report to comprehensively detail the severity of corrosion damage on components that can not adequately refurbished under I&RM.,2A - MON,FXD,Legacy Status: NID,SP20161711 WO3000,29/02/2012 12:00:00 AM,2019-09-09,160728_2,STR_1,Peter.R.Grogan@team.telstra.com,,,REGENTS PARK 20 ROSE CR,160728,AMPLITEL,2050,,,Sep 26 2019  7:39PM,,,IRM@excelriggingservices.com.au,,,,C (Medium),A,POLE CONCRETE,25.0,2013-05-10,-33.882683452,151.021606896,NOT PAINTED,29.69267082214355,15.169671541108547
57,93,2302,NSW002302,52760,NSW002302-8,Routine Maintenance,NSW002302_STR_1,Light corrosion on str b/w 32-33m.,2023-08-18,3B - PM4 - 5 Years,"RPAS IRM 09-823: Refurbish the window hinges @ 32/33m on the structure, suffering light corrosion.",1A - MON,PM4,,,,,30657_1,STR_1,Debby Kirkwood,,,GREEN VALLEY COWPASTURE RD,30657,AMPLITEL,,,2028-08-16,,,2023-08-18,,,,,C (Medium),A,POLE STEEL,40.0,2003-09-12,-33.90592,150.85439,NOT PAINTED,42.57669067382812,27.62606831535747
58,94,2317,NSW002317,15302,NSW002317-7,Planned Maintenance,NSW002317_STR_1,Surface-Light corrosion present. All items inspected & all corrosion recorded,2012-04-14,3E - TFP / EM3 - 30 Days,Towers Planning to review Structure Corrosion Report,3E - TFP / EM3 - 30 Days,FXD,Legacy Status: FXD,SP14000001 WO0001,15/06/2011 12:00:00 AM,2012-03-17,165013_1,STR_1,IRM@excelriggingservices.com.au,,,MINTO LOT 20 AIRDS RD,165013,AMPLITEL,,,,,,,,,,,C (Medium),A,POLE CONCRETE,25.0,2003-12-18,-34.02299,150.8416,NOT PAINTED,39.93997955322266,26.013095733020332
59,95,2317,NSW002317,15297,NSW002317-2,Planned Maintenance,NSW002317_STR_1,Surface-Light corrosion present. All items inspected & all corrosion recorded,2017-11-01,5C - PM2 - 12 Months,Towers Planning to review Structure Corrosion Report	  (Item wire brushed & treated at IRM.  Fixed).,3E - TFP / EM3 - 30 Days,FXD,Legacy Status: PM2,,,2020-02-26,165013_1,STR_1,IRM@excelriggingservices.com.au,,,MINTO LOT 20 AIRDS RD,165013,AMPLITEL,,,,Feb 26 2020  3:18PM,,,IRM@excelriggingservices.com.au,,,,C (Medium),A,POLE CONCRETE,25.0,2003-12-18,-34.02299,150.8416,NOT PAINTED,39.93997955322266,26.013095733020332
60,96,2317,NSW002317,15299,NSW002317-4,Planned Maintenance,NSW002317_STR_1,Structure earth strap suffering light to medium corrosion where it enters the concrete foundation.,2022-03-01,4B - PM3 - 4 Years,Treat with a wire brush and apply a protective paint to the structure earth strap where it is suffering from corrosion upon entering the foundation.,2A - MON,PM3,Legacy Status: PM3,,,,165013_1,STR_1,IRM@excelriggingservices.com.au,,,MINTO LOT 20 AIRDS RD,165013,AMPLITEL,,,,Aug  3 2023  2:37PM,2023-08-03,,Christopher Prause,,,,C (Medium),A,POLE CONCRETE,25.0,2003-12-18,-34.02299,150.8416,NOT PAINTED,39.93997955322266,26.013095733020332
61,97,2319,NSW002319,15309,NSW002319-2,Planned Maintenance,NSW002319_STR_1,Surface to medium corrosion found at FY21 drone inspection 08-2021.,2021-09-01,5B - PM3 - 3 Years,Treat (wire brush & cold gal) the bolts at the base of the structure & ends of the guy anchor threaded rods.  Worst reported corrosion at drone inspection 08-2021.,2C - PM4 - 5 Years,PM3,Legacy Status: PM3,,,,165787_1,STR_1,Rhys.L.Yeomans@team.telstra.com,,,LITTLE PLAIN,165787,AMPLITEL,,,2023-09-01,Aug  3 2023  2:37PM,2023-08-03,,Christopher Prause,,,,B (Low),A,MAST GUYED,81.0,2005-04-19,-29.737921287,150.97255037,PROTECTION,781.8856811523438,71.64839208956448
